iteration,true_reward,run_id,env_name,noiseE,grid_type,expert_trajs,max_iter_num,num_of_NNs,seed,eta,gamma,use_memory_replay,buffer_size,batch_size,log_dir
98,-1.7910967628977292,20241021-155530,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,789,10,0.99,True,200000.0,20000.0,runs_memory_replay
99,-1.9856347204769562,20241021-155530,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,789,10,0.99,True,200000.0,20000.0,runs_memory_replay
0,-6.999443000606585,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
1,-7.218212592822235,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
2,-7.171087484911701,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
3,-7.329374801915872,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
4,-6.908210961087019,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
5,-7.04440567545136,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
6,-6.640968448680405,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
7,-6.947859528697382,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
8,-5.909869082265233,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
9,-10.136922125883663,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
10,-10.96161220757692,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
11,-11.393674077001913,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
12,-8.633712998007029,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
13,-7.330962586626362,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
14,-9.399651012451745,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
15,-9.251749059796685,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
16,-3.6975338104524127,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
17,-3.786001004620371,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
18,-3.577002410717691,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
19,-4.020198324656919,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
20,-4.378141587767687,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
21,-3.518348517211801,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
22,-3.3917935091735134,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
23,-3.9781584772746776,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
24,-3.353517775060485,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
25,-3.3680727510954314,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
26,-3.4363831852744626,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
27,-3.6014611921920614,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
28,-3.489441294378126,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
29,-3.6174558667042453,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
30,-3.614952421149096,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
31,-3.48461644531456,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
32,-3.605021033427761,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
33,-3.4607268180147983,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
34,-3.491248313554249,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
35,-3.561651216093723,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
36,-3.4248738053149332,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
37,-3.2330395866229154,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
38,-3.3903117882511142,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
39,-3.4238556271460476,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
40,-3.3725428334757757,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
41,-3.3823596505462237,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
42,-3.007519407212217,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
43,-3.2854031362605602,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
44,-2.944984811001834,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
45,-3.3590301454225906,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
46,-3.0048146756983423,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
47,-2.7453343774170595,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
48,-2.8836520377075403,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
49,-3.0402431169781274,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
50,-3.306934438862793,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
51,-2.577272563209468,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
52,-2.825112913981082,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
53,-2.665258240135737,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
54,-2.6150167615537874,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
55,-2.50969539796879,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
56,-2.7234349569371683,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
57,-2.398823972633434,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
58,-2.765972513920265,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
59,-2.6598288294663326,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
60,-2.1307909328869683,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
61,-2.981385355696296,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
62,-2.7161744296014114,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
63,-2.8728811055177896,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
64,-3.1310668457791277,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
65,-2.701231079063218,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
66,-3.0278909665001015,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
67,-3.1202696774738397,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
68,-2.3589169489955655,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
69,-2.3000633000853687,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
70,-2.996949753888492,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
71,-1.880355889020731,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
72,-1.895699825616494,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
73,-1.8333851549588875,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
74,-1.6980144328395728,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
75,-2.267693935800661,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
76,-1.8361624401768541,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
77,-1.6789683382871294,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
78,-1.5398578378637369,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
79,-1.720257209346565,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
80,-1.6471069037448798,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
81,-1.3064837817127446,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
82,-2.2216345706311698,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
83,-1.809734863841113,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
84,-1.7506362203140655,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
85,-1.8733070066707604,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
86,-1.7695105437089107,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
87,-1.7692966563337875,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
88,-1.8263285769550013,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
89,-1.6179377705541578,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
90,-1.602041626802359,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
91,-1.672173211984909,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
92,-1.8674846794937514,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
93,-1.735356412841802,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
94,-1.7609352421060773,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
95,-1.8612780440418353,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
96,-1.9039141850338364,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
97,-1.7862604879780528,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
98,-1.7691431525016768,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
99,-1.7847732318020684,20241021-160201,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,5,3,10,0.99,True,200000.0,20000.0,runs_memory_replay
0,-3.835287281943451,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
1,-3.89702334777136,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
2,-4.0871111939434535,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
3,-4.14959704485644,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
4,-4.258251651665799,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
5,-4.435411368375321,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
6,-4.3978427796427075,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
7,-4.377969338469432,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
8,-4.243870276250853,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
9,-4.312394554868918,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
10,-4.311757817254274,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
11,-4.388643245989373,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
12,-4.306135654637756,20241021-160247,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,10,456,10,0.99,True,200000.0,20000.0,runs_memory_replay
